epoch,train_loss,map50_95,map50,lr,seconds
45,0.3007315937143106,0.6496714559292666,0.8857434839068054,0.005,40.91350555419922
46,0.27408141585496754,0.6450962563309537,0.900127012515381,0.005,40.83660268783569
47,0.27564373188293895,0.6450135246580231,0.8860300755414857,0.005,39.41229820251465
48,0.2993458914642151,0.6229851529080764,0.8781448226800049,0.005,40.81094765663147
49,0.29071008511460744,0.6644022171804673,0.897172650615778,0.005,40.441956520080566
50,0.2762480543783078,0.6404504708492812,0.8891171438937691,0.005,40.7640597820282
51,0.2715925256220194,0.6360174357474744,0.8928486807042346,0.005,39.283748388290405
52,0.29726857107419236,0.654300272598862,0.8990330196358808,0.005,40.84204173088074
53,0.29680208942064873,0.6147143524342654,0.8807073784383567,0.005,40.57978677749634
54,0.2790849483070465,0.6426561528425982,0.8957736042333939,0.005,39.50824308395386
55,0.2867585797149401,0.6255683082926404,0.882439925621245,0.005,41.261186838150024
56,0.2689445438866432,0.6448453430951389,0.8947328306169229,0.005,40.93052864074707
57,0.2619527293512454,0.6327419954190533,0.8781411541557935,0.005,39.34109163284302
58,0.2858782873130762,0.6402389196982209,0.9071960900830224,0.005,40.739323139190674
59,0.2935870909346984,0.6539324036634326,0.9033537711471433,0.005,40.84263801574707
60,0.2669426415402156,0.632548397476549,0.9061805335244025,0.005,41.38917136192322
61,0.1988469696388795,0.6680440454244688,0.9097002767373445,0.0005,42.96201014518738
62,0.16047913985183607,0.6674122050553809,0.9058267338500939,0.0005,40.80838227272034
63,0.14814848312391685,0.6687584920476766,0.9077632414704002,0.0005,40.220824003219604
64,0.13876385642932013,0.6692999419807327,0.9093142988682601,0.0005,38.94814467430115
65,0.13430916406214238,0.671328461466115,0.9093031396898249,0.0005,40.359559297561646
66,0.1285639983243667,0.6711035811275727,0.9121655930888518,0.0005,40.59940791130066
67,0.12646759966245064,0.6706267644994406,0.9088459256538839,0.0005,38.839643716812134
68,0.12218204209437737,0.6632867049493575,0.9032852295155575,0.0005,40.47531008720398
69,0.11845590730126088,0.6661880399737289,0.9000182103569333,0.0005,40.583824157714844
70,0.11630683865111607,0.6623870538622223,0.9004435101728298,0.0005,39.145716428756714
71,0.11403013227077631,0.6706865354585109,0.9097347580045705,0.0005,39.921215534210205
72,0.11242773744922419,0.6647611840297311,0.9005146793421642,0.0005,40.56339764595032
73,0.1129191535883225,0.6738730163261822,0.9091288705266916,0.0005,40.33284568786621
74,0.10863311150326178,0.6749569133285805,0.906308867306677,0.0005,38.577059507369995
75,0.10872567383429178,0.6715781465215884,0.9094577813751181,0.0005,40.52685856819153
76,0.1076210824915996,0.6656921039720115,0.9003504072757762,0.0005,40.55662798881531
77,0.10461180937977937,0.6669186614463833,0.9001533130000059,0.0005,39.10352659225464
78,0.10493681744600718,0.6746620799724303,0.9066305616624926,0.0005,40.79860258102417
79,0.10226524222928744,0.6687140324784987,0.9014044100960675,0.0005,41.27253770828247
80,0.10231496602869951,0.6656352540165914,0.9002613314320667,0.0005,40.79645895957947
81,0.1000439352570818,0.6670294583873624,0.8955189944192732,5e-05,39.64048147201538
82,0.09997510007367684,0.6631988925401192,0.8964054716414988,5e-05,40.88995003700256
83,0.10022736097184512,0.6628941871426917,0.8963200271556835,5e-05,40.93998169898987
84,0.09917975228566389,0.6657458483698222,0.8963450296559335,5e-05,40.1511652469635
85,0.09932510362794766,0.6628655377623026,0.896323784818148,5e-05,41.21928119659424
86,0.09890176116560515,0.6617853154997506,0.896281268320667,5e-05,41.02058792114258
87,0.09944957678134625,0.6633090611504386,0.9001938368678599,5e-05,39.81621837615967
88,0.09948357495550926,0.665957243718207,0.8955527200073594,5e-05,41.02363467216492
89,0.09900022948590609,0.66379206291944,0.8972185474032663,5e-05,41.435760498046875
90,0.09803197666142996,0.6618733822235943,0.8971878067543357,5e-05,39.80096769332886
91,0.09962116594497974,0.6644826547311087,0.8954288028423336,5e-05,40.971055030822754
92,0.09940915153576778,0.6648942507628014,0.8954673366660001,5e-05,41.20027542114258
93,0.09923533569448269,0.6616758205327476,0.9003454159286725,5e-05,41.43174767494202
94,0.09914989478599567,0.6622654857221452,0.8963253082807935,5e-05,40.79147410392761
95,0.09832322971465496,0.6667706356212998,0.8984704837385338,5e-05,40.98293924331665
96,0.09736967678540027,0.6699569210637921,0.9061928522202445,5e-05,40.973018169403076
97,0.09877595965965436,0.6630556010578558,0.8972460478725652,5e-05,39.47755765914917
98,0.0986529316753149,0.665340902597582,0.8972274395499451,5e-05,41.113521099090576
99,0.09786660526520931,0.6643004494944716,0.8955142943920283,5e-05,41.156219482421875
100,0.0979151988402009,0.6666672528483099,0.8962613983240191,5e-05,39.52664351463318
